country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_name
ID,,,,288270.69,1.4570092267428156,Solar Potential
ID,,,,288270.69,0.10975932874830442,Wind Potential
ID,,,,288270.69,1301501.8980683738,Light Fuel Oil Imports
ID,,,,288270.69,0,Coal Imports
ID,,,,576541.38,8152.922299672206,Electricity Distribution
ID,,,,576541.38,56111.288906648944,Geothermal Power Plant
ID,,,,576541.38,43046.13389776954,Gas Power Plant (CCGT)
ID,,,,576541.38,17587.79205713483,Electricity Transmission
ID,,,,576541.38,28398.18302477402,Solar PV (Utility)
ID,,,,576541.38,559573.7507252821,CSP with Storage
ID,,,,576541.38,32510.30687332312,Large Hydropower Plant (Dam) (>100MW)
ID,,,,576541.38,3608.6114453460987,Medium Hydropower Plant (10-100MW)
ID,,,,576541.38,10684.345523974553,Small Hydropower Plant (<10MW)
ID,,,,576541.38,771.0777378679064,Onshore Wind
ID,,,,576541.38,34189.25471509494,Offshore Wind
ID,,,,576541.38,30559.20695556475,Utility-scale PV with 2 hour storage
ID,,,,576541.38,0.000616951,Electricity Imports
ID,,,,576541.38,44725.80776673547,Solar PV (Distributed with Storage)
ID,,,,576541.38,1304.0142982909592,Off-grid Hydropower
ID,,,,576541.38,170.47286398556068,Gas Power Plant (SCGT)
ID,,,,576541.38,14311.790030723165,Coal Power Plant
ID,,,,576541.38,3303.099089379712,Gasoline Motorcycle
ID,,,,576541.38,2490.497768445193,Gasoline Car
ID,,,,576541.38,1554.5570017495004,Gasoline Bus + Rail
ID,,,,576541.38,5085.486191,Industry Biomass Heating 
ID,,,,576541.38,500.26348043398053,Residential Electric Stove
ID,,,,576541.38,290.34209330665846,Residential Oil Heating
ID,,,,576541.38,38.56419422282569,Commercial Oil Heating
ID,,,,576541.38,11250.250781233734,Industry Coal Heating
ID,,,,576541.38,1033.2459055273816,Biomass Power Plant
ID,,,,576541.38,96.67402343361114,Light Fuel Oil Power Plant
ID,,,,576541.38,468.0823416269337,Residential LPG/Kerosene Stove
ID,,,,576541.38,1199.6662996424525,Residential Biomass Stove
ID,,,,576541.38,2865.583804,Residential Biomass Heating
ID,,,,576541.38,347.4470938033844,Commercial Biomass Heating 
ID,,,,576541.38,5508.110910058566,Industry Natural Gas Heating
ID,,,,576541.38,45007.53222902058,Biomass Extraction
ID,,,,576541.38,73390.27119588641,Coal Extraction
ID,,,,576541.38,3.8778260255909305,Geothermal Potential
ID,,,,576541.38,0.2769948402986334,Hydro Potential
ID,,,,576541.38,76537.68614,Natural Gas Extraction
ID,,,,576541.38,117158.03369484402,Crude Oil Extraction
ID,,,,576541.38,1.0634078068979993,Solar Potential
ID,,,,576541.38,0.091693104,Wind Potential
ID,,,,576541.38,1309841.2234895315,Light Fuel Oil Imports
ID,,,,576541.38,0,Coal Imports
ID,,,,864812.07,6548.0805764594115,Electricity Distribution
ID,,,,864812.07,56111.28890664877,Geothermal Power Plant
ID,,,,864812.07,46384.15425016885,Gas Power Plant (CCGT)
ID,,,,864812.07,14185.64244048117,Electricity Transmission
ID,,,,864812.07,28442.784296690403,Solar PV (Utility)
ID,,,,864812.07,349464.0158,CSP with Storage
ID,,,,864812.07,32510.30687332312,Large Hydropower Plant (Dam) (>100MW)
ID,,,,864812.07,3608.6114453460987,Medium Hydropower Plant (10-100MW)
ID,,,,864812.07,10684.345523974553,Small Hydropower Plant (<10MW)
ID,,,,864812.07,771.0777378679064,Onshore Wind
ID,,,,864812.07,32964.88111992386,Offshore Wind
ID,,,,864812.07,30471.729533688813,Utility-scale PV with 2 hour storage
ID,,,,864812.07,0.000613261,Electricity Imports
ID,,,,864812.07,44103.77881889762,Solar PV (Distributed with Storage)
ID,,,,864812.07,1304.0142982909592,Off-grid Hydropower
ID,,,,864812.07,170.47286398556068,Gas Power Plant (SCGT)
ID,,,,864812.07,14311.790030723165,Coal Power Plant
ID,,,,864812.07,3303.099089379712,Gasoline Motorcycle
ID,,,,864812.07,3417.458886893425,Gasoline Car
ID,,,,864812.07,1823.5028934045029,Gasoline Bus + Rail
ID,,,,864812.07,5366.469533682287,Industry Biomass Heating 
ID,,,,864812.07,500.26348043398053,Residential Electric Stove
ID,,,,864812.07,300.43728750982484,Residential Oil Heating
ID,,,,864812.07,35.656869791235714,Commercial Oil Heating
ID,,,,864812.07,13493.16753201296,Industry Coal Heating
ID,,,,864812.07,1033.2459055273816,Biomass Power Plant
ID,,,,864812.07,96.67402343361114,Light Fuel Oil Power Plant
ID,,,,864812.07,468.2509815643673,Residential LPG/Kerosene Stove
ID,,,,864812.07,1215.733772,Residential Biomass Stove
ID,,,,864812.07,3032.362561872452,Residential Biomass Heating
ID,,,,864812.07,367.34853490969056,Commercial Biomass Heating 
ID,,,,864812.07,4441.310745524113,Industry Natural Gas Heating
ID,,,,864812.07,47487.12503562801,Biomass Extraction
ID,,,,864812.07,77604.84359869696,Coal Extraction
ID,,,,864812.07,3.8778260255909305,Geothermal Potential
ID,,,,864812.07,0.2769948402986334,Hydro Potential
ID,,,,864812.07,69007.30742,Natural Gas Extraction
ID,,,,864812.07,117158.03369484402,Crude Oil Extraction
ID,,,,864812.07,0.7936661503087916,Solar Potential
ID,,,,864812.07,0.088816005,Wind Potential
ID,,,,864812.07,1341797.3035953632,Light Fuel Oil Imports
ID,,,,864812.07,0,Coal Imports
ID,,,,1153082.8,5328.143251381942,Electricity Distribution
ID,,,,1153082.8,56112.44404,Geothermal Power Plant
ID,,,,1153082.8,47522.52460691406,Gas Power Plant (CCGT)
ID,,,,1153082.8,11603.85037,Electricity Transmission
ID,,,,1153082.8,28036.659248501386,Solar PV (Utility)
ID,,,,1153082.8,179078.57953130727,CSP with Storage
ID,,,,1153082.8,32280.446984391147,Large Hydropower Plant (Dam) (>100MW)
ID,,,,1153082.8,3563.3104972672018,Medium Hydropower Plant (10-100MW)
ID,,,,1153082.8,10684.345523974553,Small Hydropower Plant (<10MW)
ID,,,,1153082.8,771.0777378679064,Onshore Wind
ID,,,,1153082.8,30503.359313508525,Offshore Wind
ID,,,,1153082.8,30317.400995357886,Utility-scale PV with 2 hour storage
ID,,,,1153082.8,0.000608064,Electricity Imports
ID,,,,1153082.8,41991.23757655478,Solar PV (Distributed with Storage)
ID,,,,1153082.8,1304.0142982909592,Off-grid Hydropower
ID,,,,1153082.8,170.47286398556068,Gas Power Plant (SCGT)
ID,,,,1153082.8,15769.861785496114,Coal Power Plant
ID,,,,1153082.8,3303.099089379712,Gasoline Motorcycle
ID,,,,1153082.8,3687.6001001251693,Gasoline Car
ID,,,,1153082.8,2037.2309180413279,Gasoline Bus + Rail
ID,,,,1153082.8,5806.500915166563,Industry Biomass Heating 
ID,,,,1153082.8,500.26348043398053,Residential Electric Stove
ID,,,,1153082.8,254.13951328154602,Residential Oil Heating
ID,,,,1153082.8,27.311155168563356,Commercial Oil Heating
ID,,,,1153082.8,13860.857463245564,Industry Coal Heating
ID,,,,1153082.8,1033.2459055273816,Biomass Power Plant
ID,,,,1153082.8,96.67402343361114,Light Fuel Oil Power Plant
ID,,,,1153082.8,468.5089462661547,Residential LPG/Kerosene Stove
ID,,,,1153082.8,1247.4975880431202,Residential Biomass Stove
ID,,,,1153082.8,3122.2788945761927,Residential Biomass Heating
ID,,,,1153082.8,382.2556199248871,Commercial Biomass Heating 
ID,,,,1153082.8,3785.5097682081378,Industry Natural Gas Heating
ID,,,,1153082.8,51439.21589640572,Biomass Extraction
ID,,,,1153082.8,81009.02737341031,Coal Extraction
ID,,,,1153082.8,3.877903493993091,Geothermal Potential
ID,,,,1153082.8,0.27553418811447095,Hydro Potential
ID,,,,1153082.8,65046.36971091131,Natural Gas Extraction
ID,,,,1153082.8,117158.03369484402,Crude Oil Extraction
ID,,,,1153082.8,0.5675392977211953,Solar Potential
ID,,,,1153082.8,0.082621763,Wind Potential
ID,,,,1153082.8,1344735.3255239478,Light Fuel Oil Imports
ID,,,,1153082.8,0,Coal Imports
ID,,,,1441353.4,4891.079085929765,Electricity Distribution
ID,,,,1441353.4,56123.556654492524,Geothermal Power Plant
ID,,,,1441353.4,44973.031579539755,Gas Power Plant (CCGT)
ID,,,,1441353.4,10678.466849451203,Electricity Transmission
ID,,,,1441353.4,27874.370183190516,Solar PV (Utility)
ID,,,,1441353.4,43563.270281194185,CSP with Storage
ID,,,,1441353.4,30463.52678436946,Large Hydropower Plant (Dam) (>100MW)
ID,,,,1441353.4,3167.8183161898396,Medium Hydropower Plant (10-100MW)
ID,,,,1441353.4,10684.345523974553,Small Hydropower Plant (<10MW)
ID,,,,1441353.4,771.0777378679064,Onshore Wind
ID,,,,1441353.4,27388.406642057816,Offshore Wind
ID,,,,1441353.4,29292.86463,Utility-scale PV with 2 hour storage
ID,,,,1441353.4,0.000626619,Electricity Imports
ID,,,,1441353.4,38724.69767962117,Solar PV (Distributed with Storage)
ID,,,,1441353.4,1186.1744096511693,Off-grid Hydropower
ID,,,,1441353.4,170.47286398556068,Gas Power Plant (SCGT)
ID,,,,1441353.4,22664.070057151686,Coal Power Plant
ID,,,,1441353.4,3303.099089379712,Gasoline Motorcycle
ID,,,,1441353.4,4133.137364653263,Gasoline Car
ID,,,,1441353.4,2170.6107806056975,Gasoline Bus + Rail
ID,,,,1441353.4,5979.096154,Industry Biomass Heating 
ID,,,,1441353.4,500.26348043398053,Residential Electric Stove
ID,,,,1441353.4,177.4570911108436,Residential Oil Heating
ID,,,,1441353.4,16.365462066464023,Commercial Oil Heating
ID,,,,1441353.4,14362.39366339554,Industry Coal Heating
ID,,,,1441353.4,1033.2459055273816,Biomass Power Plant
ID,,,,1441353.4,96.67402343361114,Light Fuel Oil Power Plant
ID,,,,1441353.4,468.0922147596244,Residential LPG/Kerosene Stove
ID,,,,1441353.4,1277.4362772764614,Residential Biomass Stove
ID,,,,1441353.4,3206.5664437883042,Residential Biomass Heating
ID,,,,1441353.4,397.09378244240224,Commercial Biomass Heating 
ID,,,,1441353.4,2991.4150144904597,Industry Natural Gas Heating
ID,,,,1441353.4,53936.24899533141,Biomass Extraction
ID,,,,1441353.4,89006.95237692154,Coal Extraction
ID,,,,1441353.4,3.8786487858571586,Geothermal Potential
ID,,,,1441353.4,0.2633477664447086,Hydro Potential
ID,,,,1441353.4,58117.08826,Natural Gas Extraction
ID,,,,1441353.4,117188.16660125717,Crude Oil Extraction
ID,,,,1441353.4,0.3816742115676423,Solar Potential
ID,,,,1441353.4,0.074660829,Wind Potential
ID,,,,1441353.4,1346623.5448070064,Light Fuel Oil Imports
ID,,,,1441353.4,0,Coal Imports
ID,,,,1729624.1,4700.167316250894,Electricity Distribution
ID,,,,1729624.1,55742.73827450385,Geothermal Power Plant
ID,,,,1729624.1,34561.44030747918,Gas Power Plant (CCGT)
ID,,,,1729624.1,10278.31016588625,Electricity Transmission
ID,,,,1729624.1,26535.392047553454,Solar PV (Utility)
ID,,,,1729624.1,11858.36351234049,CSP with Storage
ID,,,,1729624.1,25979.239125798966,Large Hydropower Plant (Dam) (>100MW)
ID,,,,1729624.1,2781.0806723685273,Medium Hydropower Plant (10-100MW)
ID,,,,1729624.1,10684.345523974553,Small Hydropower Plant (<10MW)
ID,,,,1729624.1,429.99385079909524,Onshore Wind
ID,,,,1729624.1,25295.97563644462,Offshore Wind
ID,,,,1729624.1,28439.675646864933,Utility-scale PV with 2 hour storage
ID,,,,1729624.1,0.000642449,Electricity Imports
ID,,,,1729624.1,36843.43358588044,Solar PV (Distributed with Storage)
ID,,,,1729624.1,1186.1744096511693,Off-grid Hydropower
ID,,,,1729624.1,170.47286398556068,Gas Power Plant (SCGT)
ID,,,,1729624.1,32266.556550877827,Coal Power Plant
ID,,,,1729624.1,3303.099089379712,Gasoline Motorcycle
ID,,,,1729624.1,5081.057652834241,Gasoline Car
ID,,,,1729624.1,2260.307197618312,Gasoline Bus + Rail
ID,,,,1729624.1,5993.0571295812615,Industry Biomass Heating 
ID,,,,1729624.1,500.26348043398053,Residential Electric Stove
ID,,,,1729624.1,16.405163602243412,Residential Oil Heating
ID,,,,1729624.1,0.5551035397081798,Commercial Oil Heating
ID,,,,1729624.1,16337.050096378192,Industry Coal Heating
ID,,,,1729624.1,1033.2459055273816,Biomass Power Plant
ID,,,,1729624.1,96.67402343361114,Light Fuel Oil Power Plant
ID,,,,1729624.1,468.0823416269337,Residential LPG/Kerosene Stove
ID,,,,1729624.1,1312.3525091297827,Residential Biomass Stove
ID,,,,1729624.1,3288.705034,Residential Biomass Heating
ID,,,,1729624.1,399.86831245257105,Commercial Biomass Heating 
ID,,,,1729624.1,531.3796743717769,Industry Natural Gas Heating
ID,,,,1729624.1,56203.20526819304,Biomass Extraction
ID,,,,1729624.1,106247.34125862533,Coal Extraction
ID,,,,1729624.1,3.8532812792717235,Geothermal Potential
ID,,,,1729624.1,0.23741564795177952,Hydro Potential
ID,,,,1729624.1,36429.43363199155,Natural Gas Extraction
ID,,,,1729624.1,117336.95719276246,Crude Oil Extraction
ID,,,,1729624.1,0.3321365201282881,Solar Potential
ID,,,,1729624.1,0.069252164,Wind Potential
ID,,,,1729624.1,1354324.430503205,Light Fuel Oil Imports
ID,,,,1729624.1,0,Coal Imports
ID,,,,1978991.6,4465.5211705280535,Electricity Distribution
ID,,,,1978991.6,55746.728961505316,Geothermal Power Plant
ID,,,,1978991.6,24179.418636711347,Gas Power Plant (CCGT)
ID,,,,1978991.6,9784.623321653022,Electricity Transmission
ID,,,,1978991.6,26076.846189485786,Solar PV (Utility)
ID,,,,1978991.6,0,CSP with Storage
ID,,,,1978991.6,24153.555677949375,Large Hydropower Plant (Dam) (>100MW)
ID,,,,1978991.6,2781.0806723685273,Medium Hydropower Plant (10-100MW)
ID,,,,1978991.6,4520.893286352207,Small Hydropower Plant (<10MW)
ID,,,,1978991.6,385.5388580907855,Onshore Wind
ID,,,,1978991.6,19612.143079434954,Offshore Wind
ID,,,,1978991.6,23746.80817,Utility-scale PV with 2 hour storage
ID,,,,1978991.6,0.000671615,Electricity Imports
ID,,,,1978991.6,32008.94011920333,Solar PV (Distributed with Storage)
ID,,,,1978991.6,662.0811721362033,Off-grid Hydropower
ID,,,,1978991.6,170.47286398556068,Gas Power Plant (SCGT)
ID,,,,1978991.6,41778.72295592661,Coal Power Plant
ID,,,,1978991.6,3303.099089379712,Gasoline Motorcycle
ID,,,,1978991.6,5627.677566548918,Gasoline Car
ID,,,,1978991.6,2260.307197618312,Gasoline Bus + Rail
ID,,,,1978991.6,5993.0571295812615,Industry Biomass Heating 
ID,,,,1978991.6,500.26348043398053,Residential Electric Stove
ID,,,,1978991.6,14.256368565464294,Residential Oil Heating
ID,,,,1978991.6,0,Commercial Oil Heating
ID,,,,1978991.6,16649.57375533096,Industry Coal Heating
ID,,,,1978991.6,1033.2459055273816,Biomass Power Plant
ID,,,,1978991.6,96.67402343361114,Light Fuel Oil Power Plant
ID,,,,1978991.6,467.8200308759201,Residential LPG/Kerosene Stove
ID,,,,1978991.6,1334.2589674838312,Residential Biomass Stove
ID,,,,1978991.6,3289.0305910028324,Residential Biomass Heating
ID,,,,1978991.6,399.89905457815155,Commercial Biomass Heating 
ID,,,,1978991.6,160.83907275234694,Industry Natural Gas Heating
ID,,,,1978991.6,58988.90454820928,Biomass Extraction
ID,,,,1978991.6,119392.20877676836,Coal Extraction
ID,,,,1978991.6,3.853548924585659,Geothermal Potential
ID,,,,1978991.6,0.2025853404560363,Hydro Potential
ID,,,,1978991.6,24224.865476078274,Natural Gas Extraction
ID,,,,1978991.6,114131.00408213495,Crude Oil Extraction
ID,,,,1978991.6,0.30618951887409496,Solar Potential
ID,,,,1978991.6,0.054512624,Wind Potential
ID,,,,1978991.6,1364506.054326728,Light Fuel Oil Imports
ID,,,,1978991.6,0,Coal Imports
ID,,,,2275981.7,4492.748769330568,Electricity Distribution
ID,,,,2275981.7,55683.57799822193,Geothermal Power Plant
ID,,,,2275981.7,16757.14564771027,Gas Power Plant (CCGT)
ID,,,,2275981.7,9844.503900909152,Electricity Transmission
ID,,,,2275981.7,25685.795451281956,Solar PV (Utility)
ID,,,,2275981.7,0,CSP with Storage
ID,,,,2275981.7,24153.555677949375,Large Hydropower Plant (Dam) (>100MW)
ID,,,,2275981.7,2781.0806723685273,Medium Hydropower Plant (10-100MW)
ID,,,,2275981.7,3928.425202322149,Small Hydropower Plant (<10MW)
ID,,,,2275981.7,385.5388580907855,Onshore Wind
ID,,,,2275981.7,13439.963904569471,Offshore Wind
ID,,,,2275981.7,21601.804367964003,Utility-scale PV with 2 hour storage
ID,,,,2275981.7,0.000656426,Electricity Imports
ID,,,,2275981.7,23992.41832632687,Solar PV (Distributed with Storage)
ID,,,,2275981.7,479.18669012405064,Off-grid Hydropower
ID,,,,2275981.7,170.47286398556068,Gas Power Plant (SCGT)
ID,,,,2275981.7,46689.73334395817,Coal Power Plant
ID,,,,2275981.7,3303.099089379712,Gasoline Motorcycle
ID,,,,2275981.7,5627.677566548918,Gasoline Car
ID,,,,2275981.7,2260.307197618312,Gasoline Bus + Rail
ID,,,,2275981.7,5993.0571295812615,Industry Biomass Heating 
ID,,,,2275981.7,466.16482998333936,Residential Electric Stove
ID,,,,2275981.7,14.256368565464294,Residential Oil Heating
ID,,,,2275981.7,0,Commercial Oil Heating
ID,,,,2275981.7,16742.249870520063,Industry Coal Heating
ID,,,,2275981.7,8579.108598348055,Biomass Power Plant
ID,,,,2275981.7,96.67402343361114,Light Fuel Oil Power Plant
ID,,,,2275981.7,467.03797827563096,Residential LPG/Kerosene Stove
ID,,,,2275981.7,1342.8462149683057,Residential Biomass Stove
ID,,,,2275981.7,3289.0305910028324,Residential Biomass Heating
ID,,,,2275981.7,399.89905457815155,Commercial Biomass Heating 
ID,,,,2275981.7,10.526298347631226,Industry Natural Gas Heating
ID,,,,2275981.7,61289.00928366278,Biomass Extraction
ID,,,,2275981.7,128520.21464157832,Coal Extraction
ID,,,,2275981.7,3.849920272792128,Geothermal Potential
ID,,,,2275981.7,0.19959012166866674,Hydro Potential
ID,,,,2275981.7,15156.41607113059,Natural Gas Extraction
ID,,,,2275981.7,113642.71249176757,Crude Oil Extraction
ID,,,,2275981.7,0.2759733440242496,Solar Potential
ID,,,,2275981.7,0.038206368,Wind Potential
ID,,,,2275981.7,1364286.0733172728,Light Fuel Oil Imports
ID,,,,2275981.7,0,Coal Imports
ID,,,,2565049.1,4671.526411442434,Electricity Distribution
ID,,,,2565049.1,55561.79869550651,Geothermal Power Plant
ID,,,,2565049.1,12462.07463570802,Gas Power Plant (CCGT)
ID,,,,2565049.1,10220.60551228456,Electricity Transmission
ID,,,,2565049.1,25538.672006613182,Solar PV (Utility)
ID,,,,2565049.1,0,CSP with Storage
ID,,,,2565049.1,23264.588187969577,Large Hydropower Plant (Dam) (>100MW)
ID,,,,2565049.1,1391.796665994882,Medium Hydropower Plant (10-100MW)
ID,,,,2565049.1,2430.9221930383183,Small Hydropower Plant (<10MW)
ID,,,,2565049.1,385.5388580907855,Onshore Wind
ID,,,,2565049.1,6321.2472458868415,Offshore Wind
ID,,,,2565049.1,20702.38300402744,Utility-scale PV with 2 hour storage
ID,,,,2565049.1,0.000637069,Electricity Imports
ID,,,,2565049.1,14174.130284760802,Solar PV (Distributed with Storage)
ID,,,,2565049.1,285.1271474291136,Off-grid Hydropower
ID,,,,2565049.1,170.47286398556068,Gas Power Plant (SCGT)
ID,,,,2565049.1,48688.842414710474,Coal Power Plant
ID,,,,2565049.1,3303.099089379712,Gasoline Motorcycle
ID,,,,2565049.1,5627.677566548918,Gasoline Car
ID,,,,2565049.1,2260.307197618312,Gasoline Bus + Rail
ID,,,,2565049.1,5993.0571295812615,Industry Biomass Heating 
ID,,,,2565049.1,460.6748379990125,Residential Electric Stove
ID,,,,2565049.1,14.256368565464294,Residential Oil Heating
ID,,,,2565049.1,0,Commercial Oil Heating
ID,,,,2565049.1,16752.77616886769,Industry Coal Heating
ID,,,,2565049.1,20129.520504575492,Biomass Power Plant
ID,,,,2565049.1,96.67402343361114,Light Fuel Oil Power Plant
ID,,,,2565049.1,466.7334520800319,Residential LPG/Kerosene Stove
ID,,,,2565049.1,1343.987597015163,Residential Biomass Stove
ID,,,,2565049.1,3289.0305910028324,Residential Biomass Heating
ID,,,,2565049.1,399.89905457815155,Commercial Biomass Heating 
ID,,,,2565049.1,0,Industry Natural Gas Heating
ID,,,,2565049.1,63972.24490201548,Biomass Extraction
ID,,,,2565049.1,133166.12176264773,Coal Extraction
ID,,,,2565049.1,3.841769250840301,Geothermal Potential
ID,,,,2565049.1,0.18126229690715878,Hydro Potential
ID,,,,2565049.1,11353.882023126454,Natural Gas Extraction
ID,,,,2565049.1,115869.95135312565,Crude Oil Extraction
ID,,,,2565049.1,0.241145687,Solar Potential
ID,,,,2565049.1,0.016882817515138333,Wind Potential
ID,,,,2565049.1,1361784.8537329552,Light Fuel Oil Imports
ID,,,,2565049.1,0,Coal Imports
ID,,,,2882706.9,4959.793075053985,Electricity Distribution
ID,,,,2882706.9,55561.79752487434,Geothermal Power Plant
ID,,,,2882706.9,3496.623900367233,Gas Power Plant (CCGT)
ID,,,,2882706.9,10826.970578509397,Electricity Transmission
ID,,,,2882706.9,25763.581959818355,Solar PV (Utility)
ID,,,,2882706.9,0,CSP with Storage
ID,,,,2882706.9,17904.07175297735,Large Hydropower Plant (Dam) (>100MW)
ID,,,,2882706.9,1323.9448139799974,Medium Hydropower Plant (10-100MW)
ID,,,,2882706.9,28.995966340483562,Small Hydropower Plant (<10MW)
ID,,,,2882706.9,385.5388580907855,Onshore Wind
ID,,,,2882706.9,0,Offshore Wind
ID,,,,2882706.9,20586.882727167605,Utility-scale PV with 2 hour storage
ID,,,,2882706.9,0.000649518,Electricity Imports
ID,,,,2882706.9,19.765187578005705,Solar PV (Distributed with Storage)
ID,,,,2882706.9,37.82305103632803,Off-grid Hydropower
ID,,,,2882706.9,170.47286398556068,Gas Power Plant (SCGT)
ID,,,,2882706.9,61848.13460427636,Coal Power Plant
ID,,,,2882706.9,3303.099089379712,Gasoline Motorcycle
ID,,,,2882706.9,5627.677566548918,Gasoline Car
ID,,,,2882706.9,2260.307197618312,Gasoline Bus + Rail
ID,,,,2882706.9,5993.0571295812615,Industry Biomass Heating 
ID,,,,2882706.9,442.0726661678816,Residential Electric Stove
ID,,,,2882706.9,14.256368565464294,Residential Oil Heating
ID,,,,2882706.9,0,Commercial Oil Heating
ID,,,,2882706.9,16752.77616886769,Industry Coal Heating
ID,,,,2882706.9,17749.820469423597,Biomass Power Plant
ID,,,,2882706.9,96.67402343361114,Light Fuel Oil Power Plant
ID,,,,2882706.9,466.7334520800319,Residential LPG/Kerosene Stove
ID,,,,2882706.9,1344.8092973234493,Residential Biomass Stove
ID,,,,2882706.9,3289.0305910028324,Residential Biomass Heating
ID,,,,2882706.9,399.89905457815155,Commercial Biomass Heating 
ID,,,,2882706.9,0,Industry Natural Gas Heating
ID,,,,2882706.9,63402.25429,Biomass Extraction
ID,,,,2882706.9,150252.59446782884,Coal Extraction
ID,,,,2882706.9,3.841769168646462,Geothermal Potential
ID,,,,2882706.9,0.1429693414854746,Hydro Potential
ID,,,,2882706.9,1678.6265649965467,Natural Gas Extraction
ID,,,,2882706.9,117158.03369484402,Crude Oil Extraction
ID,,,,2882706.9,0.19439674137306487,Solar Potential
ID,,,,2882706.9,0.000835598,Wind Potential
ID,,,,2882706.9,1360394.4692966165,Light Fuel Oil Imports
ID,,,,2882706.9,498.52875189211375,Coal Imports
KH,,,,19244.25,321.9782089441357,Electricity Distribution
KH,,,,19244.25,6.7825789626069355,Gas Power Plant (CCGT)
KH,,,,19244.25,736.6983668159422,Electricity Transmission
KH,,,,19244.25,728.9246796454561,Coal Power Plant
KH,,,,19244.25,1130.758868948733,Solar PV (Utility)
KH,,,,19244.25,9947.212796759602,CSP with Storage
KH,,,,19244.25,7466.523427023596,Large Hydropower Plant (Dam) (>100MW)
KH,,,,19244.25,200.67672658995113,Medium Hydropower Plant (10-100MW)
KH,,,,19244.25,188.01913448717966,Small Hydropower Plant (<10MW)
KH,,,,19244.25,1355.0635711489924,Onshore Wind
KH,,,,19244.25,553.5583570800413,Offshore Wind
KH,,,,19244.25,904.8633851084027,Utility-scale PV with 2 hour storage
KH,,,,19244.25,1573.8818256321251,Onshore Wind power plant with storage
KH,,,,19244.25,0.000650709,Electricity Imports
KH,,,,19244.25,1207.7368908946887,Solar PV (Distributed with Storage)
KH,,,,19244.25,22.99040845480689,Off-grid Hydropower
KH,,,,19244.25,8.203731063748261,Oil Fired Gas Turbine (SCGT)
KH,,,,19244.25,133.8762068187204,Gasoline Motorcycle
KH,,,,19244.25,80.086018,Gasoline Car
KH,,,,19244.25,33.93172337133547,Gasoline Bus + Rail
KH,,,,19244.25,137.80407342578843,Industry Biomass Heating 
KH,,,,19244.25,6.270599571184098,Residential Electric Stove
KH,,,,19244.25,7.358360902,Residential Oil Heating
KH,,,,19244.25,313.3598243949603,Industry Coal Heating
KH,,,,19244.25,1.4223061776977084,Biomass Power Plant
KH,,,,19244.25,22.17945782280626,Residential LPG/Kerosene Stove
KH,,,,19244.25,177.93726511341492,Residential Biomass Stove
KH,,,,19244.25,226.3278720017143,Residential Biomass Heating
KH,,,,19244.25,38.38230903318363,Commercial Biomass Heating 
KH,,,,19244.25,95.81763915371569,Industry Natural Gas Heating
KH,,,,19244.25,4480.282621,Biomass Extraction
KH,,,,19244.25,0.04722448,Hydro Potential
KH,,,,19244.25,0.021910922767784138,Solar Potential
KH,,,,19244.25,0.005358651,Wind Potential
KH,,,,19244.25,1911.9243995138822,Coal Imports
KH,,,,19244.25,63987.536084123385,Light Fuel Oil Imports
KH,,,,19244.25,0,Commercial Oil Heating
KH,,,,28866.374,261.1898331145825,Electricity Distribution
KH,,,,28866.374,68.93988214,Gas Power Plant (CCGT)
KH,,,,28866.374,603.7993446,Electricity Transmission
KH,,,,28866.374,728.9247103964694,Coal Power Plant
KH,,,,28866.374,1147.1617733715884,Solar PV (Utility)
KH,,,,28866.374,3888.494865751135,CSP with Storage
KH,,,,28866.374,7367.398731250752,Large Hydropower Plant (Dam) (>100MW)
KH,,,,28866.374,184.0833733648208,Medium Hydropower Plant (10-100MW)
KH,,,,28866.374,152.67521496796357,Small Hydropower Plant (<10MW)
KH,,,,28866.374,1074.221632296904,Onshore Wind
KH,,,,28866.374,497.4819664791073,Offshore Wind
KH,,,,28866.374,839.0265413794217,Utility-scale PV with 2 hour storage
KH,,,,28866.374,1280.374025993568,Onshore Wind power plant with storage
KH,,,,28866.374,0.00067375,Electricity Imports
KH,,,,28866.374,1158.7009393537028,Solar PV (Distributed with Storage)
KH,,,,28866.374,20.89101494301996,Off-grid Hydropower
KH,,,,28866.374,8.203731063748261,Oil Fired Gas Turbine (SCGT)
KH,,,,28866.374,133.8762068187204,Gasoline Motorcycle
KH,,,,28866.374,95.58163248531997,Gasoline Car
KH,,,,28866.374,54.12817325,Gasoline Bus + Rail
KH,,,,28866.374,141.2576556493274,Industry Biomass Heating 
KH,,,,28866.374,6.270599571184098,Residential Electric Stove
KH,,,,28866.374,14.539747481745605,Residential Oil Heating
KH,,,,28866.374,315.84585395957214,Industry Coal Heating
KH,,,,28866.374,1.4223061776977084,Biomass Power Plant
KH,,,,28866.374,20.947363219562906,Residential LPG/Kerosene Stove
KH,,,,28866.374,178.0833933588717,Residential Biomass Stove
KH,,,,28866.374,244.57725986342476,Residential Biomass Heating
KH,,,,28866.374,47.675626016860726,Commercial Biomass Heating 
KH,,,,28866.374,81.38250943120838,Industry Natural Gas Heating
KH,,,,28866.374,4650.525073173005,Biomass Extraction
KH,,,,28866.374,0.04643347,Hydro Potential
KH,,,,28866.374,0.014070552983428346,Solar Potential
KH,,,,28866.374,0.004447069,Wind Potential
